,Zip_76574,Zip_78605,Zip_78610,Zip_78612,Zip_78613,Zip_78615,Zip_78616,Zip_78617,Zip_78620,Zip_78621,Zip_78626,Zip_78628,Zip_78634,Zip_78640,Zip_78641,Zip_78642,Zip_78644,Zip_78645,Zip_78652,Zip_78653,Zip_78654,Zip_78660,Zip_78663,Zip_78664,Zip_78665,Zip_78669,Zip_78681,Zip_78701,Zip_78702,Zip_78703,Zip_78704,Zip_78705,Zip_78712,Zip_78717,Zip_78719,Zip_78721,Zip_78722,Zip_78723,Zip_78724,Zip_78725,Zip_78726,Zip_78727,Zip_78728,Zip_78729,Zip_78730,Zip_78731,Zip_78732,Zip_78733,Zip_78734,Zip_78735,Zip_78736,Zip_78737,Zip_78738,Zip_78739,Zip_78741,Zip_78742,Zip_78744,Zip_78745,Zip_78746,Zip_78747,Zip_78748,Zip_78749,Zip_78750,Zip_78751,Zip_78752,Zip_78753,Zip_78754,Zip_78756,Zip_78757,Zip_78758,Zip_78759
20200512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0
20200513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,3.0,8.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,6.0,0.0
20200514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,1.0,1.0
20200515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,5.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0
20200516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,11.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0,1.0,3.0,0.0
20200517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,1.0,4.0,0.0
20200518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,1.0,6.0,1.0
20200519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0
20200520,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0
20200521,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,1.0,7.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0
20200522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,1.0,4.0,0.0
20200523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
20200524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,4.0,0.0,1.0,6.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,1.0
20200525,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,8.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,0.0,1.0,6.0,0.0
20200526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,3.0,0.0
20200527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,10.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,1.0
20200528,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0
20200529,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,5.0,3.0,0.0,1.0,5.0,0.0
20200530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,4.0,1.0
20200531,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,4.0,0.0
20200601,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,10.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,6.0,11.0,4.0,0.0,0.0,10.0,1.0
20200602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,13.0,7.0,0.0,0.0,12.0,0.0
20200603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,6.0,1.0
20200604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,3.0,2.0,1.0,5.0,0.0,3.0,0.0,2.0,6.0,2.0,0.0,1.0,3.0,1.0
20200605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2.0,0.0
20200606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,5.0,0.0
20200607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,7.0,0.0,0.0,1.0,9.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0
20200608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,29.0,4.0,9.0,4.0,0.0,0.0,9.0,4.0,0.0,0.0,4.0,10.0,9.0,1.0,2.0,6.0,2.0
20200609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,14.0,0.0,11.0,5.0,2.0,2.0,8.0,5.0,3.0,0.0,10.0,17.0,5.0,1.0,1.0,6.0,3.0
20200610,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,11.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,11.0,2.0,0.0,2.0,2.0,1.0,7.0,0.0,2.0,13.0,4.0,0.0,2.0,8.0,1.0
20200611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
20200612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,0.0,31.0,0.0,2.0,0.0,3.0,0.0,24.0,1.0,17.0,25.0,16.0,0.0,2.0,1.0,4.0,2.0,9.0,19.0,7.0,2.0,5.0,12.0,1.0,2.0,7.0,4.0,3.0,7.0,6.0,2.0,3.0,4.0,4.0,44.0,0.0,46.0,11.0,14.0,17.0,41.0,8.0,5.0,7.0,11.0,28.0,4.0,2.0,12.0,26.0,8.0
20200613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,9.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,8.0,2.0,16.0,6.0,0.0,5.0,10.0,0.0,0.0,1.0,0.0,17.0,5.0,1.0,2.0,16.0,1.0
20200614,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,8.0,4.0,0.0,5.0,5.0,1.0
20200615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,9.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,10.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,20.0,1.0,0.0,3.0,10.0,1.0
20200616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,2.0,12.0,0.0,0.0,1.0,7.0,0.0
20200617,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,3.0,7.0,5.0,8.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,5.0,6.0,0.0,3.0,3.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,18.0,0.0,17.0,8.0,0.0,1.0,8.0,3.0,5.0,4.0,5.0,14.0,5.0,0.0,6.0,12.0,6.0
20200618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200619,0.0,0.0,10.0,4.0,13.0,3.0,0.0,160.0,1.0,46.0,0.0,0.0,2.0,1.0,15.0,0.0,0.0,21.0,8.0,130.0,1.0,329.0,0.0,17.0,0.0,6.0,2.0,62.0,108.0,58.0,190.0,75.0,0.0,18.0,4.0,74.0,11.0,156.0,255.0,85.0,20.0,58.0,90.0,21.0,15.0,52.0,22.0,14.0,28.0,40.0,45.0,14.0,34.0,21.0,454.0,12.0,423.0,176.0,73.0,118.0,260.0,74.0,47.0,32.0,182.0,427.0,127.0,14.0,67.0,351.0,48.0
20200620,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,7.0,0.0,26.0,0.0,4.0,0.0,2.0,1.0,7.0,13.0,4.0,14.0,1.0,0.0,2.0,0.0,5.0,1.0,9.0,11.0,4.0,3.0,0.0,8.0,4.0,1.0,3.0,1.0,0.0,6.0,5.0,1.0,2.0,2.0,0.0,19.0,1.0,26.0,28.0,6.0,12.0,15.0,8.0,5.0,3.0,15.0,37.0,10.0,0.0,6.0,21.0,6.0
20200621,0.0,0.0,3.0,1.0,0.0,0.0,0.0,19.0,0.0,9.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,10.0,0.0,37.0,0.0,0.0,0.0,2.0,0.0,6.0,13.0,8.0,22.0,6.0,0.0,3.0,1.0,7.0,1.0,13.0,16.0,6.0,3.0,3.0,8.0,3.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,39.0,1.0,34.0,16.0,8.0,5.0,27.0,8.0,4.0,4.0,19.0,43.0,16.0,1.0,12.0,28.0,8.0
20200622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,55.0,7.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,11.0,12.0,4.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
20200623,0.0,0.0,0.0,1.0,5.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,8.0,10.0,8.0,0.0,1.0,1.0,4.0,0.0,14.0,8.0,7.0,2.0,0.0,4.0,5.0,0.0,4.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,15.0,0.0,34.0,9.0,5.0,11.0,13.0,8.0,4.0,0.0,15.0,21.0,19.0,1.0,4.0,20.0,2.0
20200624,0.0,0.0,3.0,0.0,3.0,1.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,4.0,11.0,3.0,15.0,5.0,0.0,0.0,1.0,2.0,1.0,13.0,11.0,9.0,0.0,6.0,1.0,4.0,0.0,5.0,1.0,0.0,3.0,1.0,1.0,3.0,4.0,0.0,16.0,0.0,21.0,12.0,2.0,5.0,14.0,3.0,8.0,1.0,13.0,26.0,9.0,4.0,4.0,22.0,3.0
20200625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,5.0,4.0,1.0,1.0,0.0,2.0,0.0,6.0,7.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,11.0,8.0,2.0,8.0,8.0,1.0,3.0,5.0,2.0,8.0,3.0,1.0,2.0,15.0,5.0
20200626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
